@relation NewRelation
@attribute class {Albania,'Antigua and Barbuda',Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Belize,'Bosnia and Herzegovina',Brazil,Bulgaria,'Cabo Verde',Canada,Chile,Colombia,'Costa Rica',Croatia,Cuba,Cyprus,'Czech Republic',Denmark,Dominica,Ecuador,'El Salvador',Estonia,Fiji,Finland,France,Georgia,Germany,Greece,Grenada,Guatemala,Guyana,Hungary,Iceland,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kiribati,Kuwait,Kyrgyzstan,Latvia,Lithuania,Luxembourg,Macau,Maldives,Malta,Mauritius,Mexico,Mongolia,Montenegro,Netherlands,'New Zealand',Nicaragua,Norway,Oman,Panama,Paraguay,Philippines,Poland,Portugal,'Puerto Rico',Qatar,'Republic of Korea',Romania,'Russian Federation','Saint Kitts and Nevis','Saint Lucia','Saint Vincent and Grenadines','San Marino',Serbia,Seychelles,Singapore,Slovakia,Slovenia,'South Africa',Spain,'Sri Lanka',Suriname,Sweden,Switzerland,Thailand,'Trinidad and Tobago',Turkey,Turkmenistan,Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Uzbekistan}
@attribute suicidios numeric
@attribute 'taxa de suicidio' numeric
@data
Estonia,1,1
Estonia,1,1
Estonia,66,1
Estonia,88,1
Estonia,13,1
Estonia,30,1
Estonia,23,1
Estonia,16,1
Estonia,14,1
Estonia,14,1
Estonia,3,1
Estonia,2,1
Estonia,0,0
Estonia,0,0
Estonia,18,1
Estonia,54,1
Estonia,61,1
Estonia,28,1
Estonia,20,1
Estonia,12,1
Estonia,14,1
Estonia,5,1
Estonia,9,1
Estonia,2,1
Estonia,0,0
Estonia,0,0
Estonia,21,1
Estonia,57,1
Estonia,58,1
Estonia,23,1
Estonia,19,1
Estonia,12,1
Estonia,15,1
Estonia,9,1
Estonia,3,1
Estonia,1,1
Estonia,0,0
Estonia,0,0
Estonia,20,1
Estonia,59,1
Estonia,65,1
Estonia,30,1
Estonia,18,1
Estonia,14,1
Estonia,17,1
Estonia,7,1
Estonia,3,1
Estonia,2,1
Estonia,2,1
Estonia,0,0
Estonia,23,1
Estonia,58,1
Estonia,52,1
Estonia,22,1
Estonia,18,1
Estonia,15,1
Estonia,13,1
Estonia,12,1
Estonia,2,1
Estonia,2,1
Estonia,1,1
Estonia,0,0
Estonia,26,1
Estonia,50,1
Estonia,39,1
Estonia,57,1
Estonia,19,1
Estonia,13,1
Estonia,16,1
Estonia,8,1
Estonia,10,1
Estonia,2,1
Estonia,1,1
Estonia,0,0
Estonia,20,1
Estonia,44,1
Estonia,21,1
Estonia,48,1
Estonia,25,1
Estonia,9,1
Estonia,12,1
Estonia,11,1
Estonia,2,1
Estonia,1,1
Estonia,1,1
Estonia,1,1
Fiji,4,1
Fiji,10,1
Fiji,8,1
Fiji,5,1
Fiji,5,1
Fiji,2,1
Fiji,1,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,1,1
Fiji,1,1
Fiji,5,1
Fiji,9,1
Fiji,5,1
Fiji,6,1
Fiji,4,1
Fiji,5,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,0,0
Fiji,2,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,1,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,2,1
Fiji,5,1
Fiji,4,1
Fiji,4,1
Fiji,3,1
Fiji,1,1
Fiji,2,1
Fiji,1,1
Fiji,1,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,1,1
Fiji,9,1
Fiji,3,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,2,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,5,1
Fiji,4,1
Fiji,6,1
Fiji,4,1
Fiji,2,1
Fiji,1,1
Fiji,1,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,3,1
Fiji,3,1
Fiji,2,1
Fiji,2,1
Fiji,2,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,9,1
Fiji,11,1
Fiji,5,1
Fiji,2,1
Fiji,3,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,1,1
Fiji,8,1
Fiji,5,1
Fiji,3,1
Fiji,3,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,3,1
Fiji,10,1
Fiji,10,1
Fiji,3,1
Fiji,4,1
Fiji,2,1
Fiji,3,1
Fiji,2,1
Fiji,1,1
Fiji,0,0
Fiji,0,0
Fiji,0,0
Fiji,2,1
Fiji,1,1
Fiji,7,1
Fiji,5,1
Fiji,6,1
Fiji,4,1
Fiji,2,1
Fiji,2,1
Fiji,2,1
Fiji,1,0
Fiji,0,0
Fiji,0,0
Finland,57,1
Finland,422,1
Finland,225,1
Finland,222,1
Finland,135,1
Finland,99,1
Finland,122,1
Finland,44,1
Finland,26,1
Finland,7,1
Finland,4,1
Finland,0,0
Finland,54,1
Finland,458,1
Finland,238,1
Finland,218,1
Finland,137,1
Finland,124,1
Finland,89,1
Finland,27,1
Finland,29,1
Finland,25,1
Finland,2,0
Finland,1,0
Finland,72,1
Finland,439,1
Finland,231,1
Finland,203,1
Finland,170,1
Finland,127,1
Finland,86,1
Finland,21,1
Finland,40,1
Finland,21,1
Finland,3,0
Finland,0,0
Finland,77,1
Finland,483,1
Finland,250,1
Finland,210,1
Finland,169,1
Finland,92,1
Finland,124,1
Finland,48,1
Finland,35,1
Finland,20,1
Finland,4,1
Finland,0,0
Finland,67,1
Finland,257,1
Finland,489,1
Finland,235,1
Finland,139,1
Finland,134,1
Finland,82,1
Finland,25,1
Finland,39,1
Finland,23,1
Finland,3,0
Finland,0,0
Finland,517,1
Finland,254,1
Finland,56,1
Finland,211,1
Finland,115,1
Finland,132,1
Finland,71,1
Finland,46,1
Finland,19,1
Finland,26,1
Finland,3,0
Finland,1,0
Finland,514,1
Finland,59,1
Finland,215,1
Finland,208,1
Finland,107,1
Finland,138,1
Finland,80,1
Finland,49,1
Finland,13,1
Finland,10,1
Finland,3,0
Finland,1,0
Finland,484,1
Finland,53,1
Finland,195,1
Finland,199,1
Finland,147,1
Finland,156,1
Finland,68,1
Finland,39,1
Finland,19,1
Finland,24,1
Finland,2,0
Finland,1,0
Finland,489,1
Finland,49,1
Finland,226,1
Finland,194,1
Finland,118,1
Finland,138,1
Finland,76,1
Finland,48,1
Finland,20,1
Finland,26,1
Finland,4,1
Finland,0,0
Finland,439,1
Finland,183,1
Finland,44,1
Finland,186,1
Finland,110,1
Finland,123,1
Finland,76,1
Finland,44,1
Finland,15,1
Finland,21,1
Finland,3,0
Finland,3,0
Finland,473,1
Finland,53,1
Finland,179,1
Finland,204,1
Finland,128,1
Finland,133,1
Finland,65,1
Finland,43,1
Finland,19,1
Finland,22,1
Finland,2,0
Finland,1,0
Finland,64,1
Finland,413,1
Finland,172,1
Finland,212,1
Finland,98,1
Finland,77,1
Finland,105,1
Finland,38,1
Finland,19,1
Finland,25,1
Finland,3,0
Finland,2,0
Finland,52,1
Finland,408,1
Finland,167,1
Finland,204,1
Finland,122,1
Finland,118,1
Finland,68,1
Finland,36,1
Finland,19,1
Finland,11,1
Finland,1,0
Finland,1,0
Finland,402,1
Finland,156,1
Finland,44,1
Finland,166,1
Finland,105,1
Finland,84,1
Finland,122,1
Finland,41,1
Finland,26,1
Finland,17,1
Finland,2,0
Finland,0,0
Finland,429,1
Finland,156,1
Finland,207,1
Finland,44,1
Finland,93,1
Finland,130,1
Finland,72,1
Finland,23,1
Finland,23,1
Finland,22,1
Finland,4,1
Finland,1,0
Finland,57,1
Finland,339,1
Finland,204,1
Finland,124,1
Finland,97,1
Finland,125,1
Finland,75,1
Finland,30,1
Finland,18,1
Finland,23,1
Finland,3,0
Finland,0,0
Finland,376,1
Finland,52,1
Finland,176,1
Finland,111,1
Finland,95,1
Finland,112,1
Finland,72,1
Finland,22,1
Finland,27,1
Finland,25,1
Finland,5,1
Finland,2,0
Finland,220,1
Finland,310,1
Finland,49,1
Finland,119,1
Finland,110,1
Finland,116,1
Finland,31,1
Finland,30,1
Finland,54,1
Finland,20,1
Finland,4,1
Finland,1,0
Finland,64,1
Finland,299,1
Finland,194,1
Finland,99,1
Finland,68,1
Finland,109,1
Finland,74,1
Finland,33,1
Finland,32,1
Finland,20,1
Finland,2,0
Finland,0,0
Finland,310,1
Finland,225,1
Finland,113,1
Finland,44,1
Finland,108,1
Finland,104,1
Finland,78,1
Finland,33,1
Finland,24,1
Finland,19,1
Finland,3,0
Finland,1,0
Finland,58,1
Finland,297,1
Finland,203,1
Finland,101,1
Finland,89,1
Finland,83,1
Finland,89,1
Finland,31,1
Finland,24,1
Finland,17,1
Finland,3,0
Finland,0,0
Finland,331,1
Finland,225,1
Finland,116,1
Finland,46,1
Finland,81,1
Finland,91,1
Finland,68,1
Finland,32,1
Finland,26,1
Finland,13,1
Finland,2,0
Finland,2,0
Finland,293,1
Finland,57,1
Finland,121,1
Finland,201,1
Finland,89,1
Finland,100,1
Finland,84,1
Finland,40,1
Finland,28,1
Finland,20,1
Finland,1,0
Finland,0,0
Finland,119,1
Finland,52,1
Finland,241,1
Finland,200,1
Finland,105,1
Finland,37,1
Finland,77,1
Finland,69,1
Finland,30,1
Finland,23,1
Finland,1,0
Finland,0,0
Finland,64,1
Finland,259,1
Finland,191,1
Finland,105,1
Finland,89,1
Finland,73,1
Finland,67,1
Finland,27,1
Finland,26,1
Finland,9,1
Finland,2,0
Finland,0,0
Finland,235,1
Finland,195,1
Finland,49,1
Finland,91,1
Finland,85,1
Finland,87,1
Finland,32,1
Finland,65,1
Finland,27,1
Finland,7,1
Finland,0,0
Finland,0,0
Finland,131,1
Finland,216,1
Finland,56,1
Finland,194,1
Finland,68,1
Finland,72,1
Finland,69,1
Finland,31,1
Finland,31,1
Finland,17,1
Finland,1,0
Finland,1,0
Finland,61,1
Finland,110,1
Finland,207,1
Finland,157,1
Finland,63,1
Finland,37,1
Finland,60,1
Finland,59,1
Finland,22,1
Finland,11,1
Finland,1,0
Finland,1,0
Finland,53,1
Finland,190,1
Finland,92,1
Finland,159,1
Finland,59,1
Finland,30,1
Finland,55,1
Finland,55,1
Finland,21,1
Finland,12,1
Finland,5,1
Finland,0,0
France,1522,1
France,2363,1
France,2752,1
France,1492,1
France,670,1
France,1218,1
France,740,1
France,1065,1
France,447,1
France,197,1
France,29,0
France,6,0
France,1465,1
France,2382,1
France,2847,1
France,1448,1
France,694,1
France,1203,1
France,1137,1
France,695,1
France,424,1
France,193,1
France,35,0
France,6,0
France,1491,1
France,2198,1
France,2855,1
France,1369,1
France,730,1
France,1122,1
France,1124,1
France,641,1
France,414,1
France,175,1
France,33,0
France,9,0
France,1470,1
France,2012,1
France,2752,1
France,1371,1
France,652,1
France,1063,1
France,1087,1
France,606,1
France,380,1
France,178,1
France,23,0
France,5,0
France,1476,1
France,2066,1
France,2731,1
France,1366,1
France,677,1
France,1063,1
France,681,1
France,1043,1
France,391,1
France,190,1
France,23,0
France,8,0
France,1441,1
France,1986,1
France,2816,1
France,1314,1
France,661,1
France,1002,1
France,607,1
France,981,1
France,392,1
France,184,1
France,14,0
France,5,0
France,1309,1
France,2048,1
France,2870,1
France,1346,1
France,645,1
France,1041,1
France,639,1
France,1058,1
France,366,1
France,167,1
France,9,0
France,4,0
France,1328,1
France,2077,1
France,3029,1
France,1400,1
France,599,1
France,981,1
France,1058,1
France,589,1
France,386,1
France,175,1
France,19,0
France,3,0
France,1311,1
France,3210,1
France,2100,1
France,1458,1
France,624,1
France,756,1
France,983,1
France,1153,1
France,415,1
France,210,1
France,26,0
France,5,0
France,1234,1
France,2194,1
France,3310,1
France,1456,1
France,536,1
France,964,1
France,663,1
France,1102,1
France,390,1
France,171,1
France,15,0
France,6,0
France,1299,1
France,2067,1
France,3198,1
France,1397,1
France,543,1
France,1002,1
France,622,1
France,1110,1
France,372,1
France,181,1
France,22,0
France,6,0
France,1227,1
France,3198,1
France,1905,1
France,1308,1
France,524,1
France,898,1
France,1135,1
France,519,1
France,381,1
France,165,1
France,17,0
France,2,0
France,1293,1
France,3224,1
France,1830,1
France,1206,1
France,513,1
France,850,1
France,1137,1
France,534,1
France,362,1
France,167,1
France,12,0
France,11,0
France,1207,1
France,3073,1
France,1822,1
France,1136,1
France,469,1
France,789,1
France,523,1
France,1040,1
France,316,1
France,140,1
France,10,0
France,9,0
France,1189,1
France,1744,1
France,2893,1
France,1103,1
France,472,1
France,818,1
France,1090,1
France,477,1
France,325,1
France,127,1
France,21,0
France,9,0
France,1326,1
France,3235,1
France,1820,1
France,1088,1
France,492,1
France,819,1
France,1127,1
France,471,1
France,291,1
France,137,1
France,35,0
France,8,0
France,1206,1
France,3166,1
France,1755,1
France,1075,1
France,468,1
France,793,1
France,1122,1
France,434,1
France,260,1
France,135,1
France,24,0
France,11,0
France,1189,1
France,3161,1
France,1817,1
France,1069,1
France,483,1
France,825,1
France,1198,1
France,469,1
France,275,1
France,120,1
France,23,0
France,14,0
France,1284,1
France,3379,1
France,1816,1
France,1038,1
France,457,1
France,1163,1
France,785,1
France,495,1
France,281,1
France,141,1
France,26,0
France,6,0
France,1233,1
France,3374,1
France,1800,1
France,947,1
France,459,1
France,1259,1
France,819,1
France,486,1
France,272,1
France,135,1
France,15,0
France,5,0
France,1325,1
France,3193,1
France,1905,1
France,946,1
France,474,1
France,875,1
France,1159,1
France,439,1
France,240,1
France,128,1
France,21,0
France,8,0
France,1272,1
France,3139,1
France,1875,1
France,887,1
France,451,1
France,862,1
France,1130,1
France,398,1
France,255,1
France,124,1
France,22,0
France,8,0
France,1315,1
France,3072,1
France,1776,1
France,843,1
France,461,1
France,832,1
France,1091,1
France,397,1
France,204,1
France,114,1
France,16,0
France,6,0
France,1346,1
France,3036,1
France,1952,1
France,843,1
France,461,1
France,843,1
France,1105,1
France,422,1
France,211,1
France,108,1
France,20,0
France,6,0
France,1351,1
France,3124,1
France,2033,1
France,827,1
France,464,1
France,883,1
France,1039,1
France,404,1
France,215,1
France,122,1
France,26,0
France,11,0
France,1354,1
France,3118,1
France,1956,1
France,805,1
France,464,1
France,889,1
France,1074,1
France,385,1
France,177,1
France,117,1
France,23,0
France,17,0
France,1423,1
France,3151,1
France,2048,1
France,778,1
France,453,1
France,846,1
France,1011,1
France,367,1
France,171,1
France,124,1
France,23,0
France,13,0
France,1415,1
France,2903,1
France,1939,1
France,688,1
France,459,1
France,767,1
France,891,1
France,359,1
France,183,1
France,106,1
France,22,0
France,11,0
France,1342,1
France,2852,1
France,2003,1
France,700,1
France,426,1
France,816,1
France,846,1
France,310,1
France,160,1
France,116,1
France,18,0
France,11,0
France,1324,1
France,2536,1
France,1825,1
France,680,1
France,424,1
France,744,1
France,778,1
France,282,1
France,170,1
France,92,1
France,14,0
France,12,0
Georgia,14,1
Georgia,36,1
Georgia,44,1
Georgia,8,1
Georgia,23,1
Georgia,23,1
Georgia,18,1
Georgia,22,1
Georgia,4,0
Georgia,4,0
Georgia,0,0
Georgia,0,0
Georgia,9,1
Georgia,44,1
Georgia,38,1
Georgia,8,1
Georgia,20,1
Georgia,19,1
Georgia,12,1
Georgia,15,1
Georgia,4,0
Georgia,4,0
Georgia,1,0
Georgia,0,0
Georgia,10,1
Georgia,51,1
Georgia,46,1
Georgia,26,1
Georgia,6,1
Georgia,18,1
Georgia,17,1
Georgia,9,1
Georgia,13,1
Georgia,8,1
Georgia,0,0
Georgia,0,0
Georgia,38,1
Georgia,7,1
Georgia,3,1
Georgia,15,1
Georgia,21,1
Georgia,13,1
Georgia,13,1
Georgia,9,1
Georgia,2,0
Georgia,2,0
Georgia,0,0
Georgia,0,0
Georgia,35,1
Georgia,4,1
Georgia,34,1
Georgia,18,1
Georgia,14,1
Georgia,14,1
Georgia,3,1
Georgia,9,1
Georgia,4,1
Georgia,2,0
Georgia,1,0
Georgia,0,0
Georgia,9,1
Georgia,40,1
Georgia,11,1
Georgia,45,1
Georgia,20,1
Georgia,14,1
Georgia,9,1
Georgia,5,1
Georgia,4,1
Georgia,4,0
Georgia,1,0
Georgia,0,0
Georgia,8,1
Georgia,49,1
Georgia,22,1
Georgia,38,1
Georgia,22,1
Georgia,7,1
Georgia,12,1
Georgia,13,1
Georgia,2,0
Georgia,2,0
Georgia,1,0
Georgia,0,0
Georgia,39,1
Georgia,6,1
Georgia,37,1
Georgia,21,1
Georgia,15,1
Georgia,5,1
Georgia,6,1
Georgia,8,1
Georgia,10,1
Georgia,1,0
Georgia,0,0
Georgia,0,0
Georgia,10,1
Georgia,52,1
Georgia,37,1
Georgia,38,1
Georgia,7,1
Georgia,16,1
Georgia,10,1
Georgia,6,1
Georgia,10,1
Georgia,3,0
Georgia,0,0
Georgia,0,0
Georgia,7,1
Georgia,39,1
Georgia,33,1
Georgia,15,1
Georgia,6,1
Georgia,13,1
Georgia,8,1
Georgia,8,1
Georgia,1,0
Georgia,0,0
Georgia,0,0
Georgia,0,0
Georgia,27,1
Georgia,4,1
Georgia,7,1
Georgia,23,1
Georgia,11,1
Georgia,12,1
Georgia,8,1
Georgia,6,0
Georgia,1,0
Georgia,1,0
Georgia,0,0
Georgia,0,0
Georgia,17,1
Georgia,56,1
Georgia,29,1
Georgia,28,1
Georgia,13,1
Georgia,3,1
Georgia,7,1
Georgia,4,1
Georgia,4,1
Georgia,4,1
Georgia,7,1
Georgia,3,1
Georgia,5,1
Georgia,29,1
Georgia,15,1
Georgia,13,1
Georgia,7,1
Georgia,5,1
Georgia,2,1
Georgia,4,0
Georgia,3,0
Georgia,2,0
Georgia,2,0
Georgia,0,0
Georgia,4,1
Georgia,16,1
Georgia,13,1
Georgia,18,1
Georgia,7,1
Georgia,2,1
Georgia,5,1
Georgia,3,0
Georgia,1,0
Georgia,1,0
Georgia,1,0
Georgia,1,0
Georgia,10,1
Georgia,24,1
Georgia,29,1
Georgia,14,1
Georgia,5,1
Georgia,7,1
Georgia,6,1
Georgia,7,1
Georgia,1,0
Georgia,1,0
Georgia,0,0
Georgia,0,0
Georgia,18,1
Georgia,36,1
Georgia,48,1
Georgia,24,1
Georgia,10,1
Georgia,20,1
Georgia,15,1
Georgia,4,1
Georgia,3,1
Georgia,7,1
Georgia,2,0
Georgia,1,0
Georgia,32,1
Georgia,7,1
Georgia,29,1
Georgia,16,1
Georgia,11,1
Georgia,5,1
Georgia,6,1
Georgia,5,0
Georgia,1,0
Georgia,0,0
Georgia,0,0
Georgia,0,0
Georgia,16,1
Georgia,23,1
Georgia,25,1
Georgia,12,1
Georgia,8,1
Georgia,6,0
Georgia,4,0
Georgia,2,0
Georgia,1,0
Georgia,1,0
Georgia,1,0
Georgia,0,0
Georgia,12,1
Georgia,23,1
Georgia,19,1
Georgia,26,1
Georgia,11,1
Georgia,2,1
Georgia,3,0
Georgia,3,0
Georgia,3,0
Georgia,1,0
Georgia,1,0
Georgia,0,0
Georgia,25,1
Georgia,33,1
Georgia,41,1
Georgia,20,1
Georgia,13,1
Georgia,4,1
Georgia,8,1
Georgia,7,1
Georgia,2,0
Georgia,2,0
Georgia,1,0
Georgia,1,0
Georgia,22,1
Georgia,58,1
Georgia,53,1
Georgia,18,1
Georgia,12,1
Georgia,13,1
Georgia,5,1
Georgia,5,1
Georgia,3,1
Georgia,5,0
Georgia,0,0
Georgia,0,0
Georgia,27,1
Georgia,20,1
Georgia,34,1
Georgia,46,1
Georgia,19,1
Georgia,17,1
Georgia,13,1
Georgia,5,1
Georgia,8,1
Georgia,2,0
Georgia,1,0
Georgia,0,0
Germany,1516,1
Germany,2406,1
Germany,3302,1
Germany,1174,1
Germany,1488,1
Germany,1417,1
Germany,800,1
Germany,1128,1
Germany,434,1
Germany,228,1
Germany,22,0
Germany,9,0
Germany,1459,1
Germany,2445,1
Germany,3427,1
Germany,1153,1
Germany,1523,1
Germany,1400,1
Germany,775,1
Germany,1200,1
Germany,411,1
Germany,185,1
Germany,27,0
Germany,5,0
Germany,1395,1
Germany,2405,1
Germany,1105,1
Germany,3250,1
Germany,1576,1
Germany,1375,1
Germany,674,1
Germany,1093,1
Germany,384,1
Germany,163,1
Germany,26,0
Germany,12,0
Germany,1296,1
Germany,2485,1
Germany,3033,1
Germany,884,1
Germany,1467,1
Germany,1296,1
Germany,632,1
Germany,1009,1
Germany,371,1
Germany,157,1
Germany,47,1
Germany,13,0
Germany,1196,1
Germany,2527,1
Germany,3154,1
Germany,819,1
Germany,1541,1
Germany,682,1
Germany,1261,1
Germany,971,1
Germany,350,1
Germany,170,1
Germany,30,0
Germany,17,0
Germany,1254,1
Germany,2597,1
Germany,3251,1
Germany,884,1
Germany,1452,1
Germany,630,1
Germany,1266,1
Germany,983,1
Germany,343,1
Germany,176,1
Germany,38,0
Germany,14,0
Germany,1176,1
Germany,2463,1
Germany,3023,1
Germany,790,1
Germany,1441,1
Germany,1249,1
Germany,589,1
Germany,937,1
Germany,351,1
Germany,157,1
Germany,36,0
Germany,13,0
Germany,1135,1
Germany,2550,1
Germany,3177,1
Germany,802,1
Germany,1345,1
Germany,600,1
Germany,1175,1
Germany,931,1
Germany,363,1
Germany,142,1
Germany,28,0
Germany,8,0
Germany,1126,1
Germany,2542,1
Germany,3039,1
Germany,1251,1
Germany,701,1
Germany,589,1
Germany,1048,1
Germany,855,1
Germany,298,1
Germany,155,1
Germany,34,0
Germany,16,0
Germany,1045,1
Germany,2421,1
Germany,2863,1
Germany,749,1
Germany,1132,1
Germany,595,1
Germany,1045,1
Germany,877,1
Germany,265,1
Germany,133,1
Germany,26,0
Germany,9,0
Germany,1069,1
Germany,2528,1
Germany,2937,1
Germany,698,1
Germany,1002,1
Germany,575,1
Germany,1020,1
Germany,834,1
Germany,240,1
Germany,137,1
Germany,25,0
Germany,8,0
Germany,1106,1
Germany,2415,1
Germany,3060,1
Germany,764,1
Germany,985,1
Germany,593,1
Germany,983,1
Germany,868,1
Germany,221,1
Germany,124,1
Germany,37,0
Germany,11,0
Germany,1147,1
Germany,2354,1
Germany,3088,1
Germany,773,1
Germany,903,1
Germany,609,1
Germany,1013,1
Germany,905,1
Germany,219,1
Germany,141,1
Germany,16,0
Germany,8,0
Germany,1187,1
Germany,2416,1
Germany,3157,1
Germany,775,1
Germany,868,1
Germany,537,1
Germany,925,1
Germany,887,1
Germany,225,1
Germany,155,1
Germany,17,0
Germany,6,0
Germany,1178,1
Germany,2413,1
Germany,3001,1
Germany,746,1
Germany,820,1
Germany,518,1
Germany,906,1
Germany,827,1
Germany,180,1
Germany,129,1
Germany,16,0
Germany,7,0
Germany,1160,1
Germany,2269,1
Germany,2875,1
Germany,664,1
Germany,730,1
Germany,939,1
Germany,479,1
Germany,840,1
Germany,171,1
Germany,117,1
Germany,18,0
Germany,8,0
Germany,1160,1
Germany,2314,1
Germany,2653,1
Germany,611,1
Germany,629,1
Germany,455,1
Germany,826,1
Germany,832,1
Germany,154,1
Germany,112,1
Germany,20,0
Germany,9,0
Germany,1143,1
Germany,2213,1
Germany,2539,1
Germany,654,1
Germany,595,1
Germany,448,1
Germany,796,1
Germany,742,1
Germany,145,1
Germany,110,1
Germany,15,0
Germany,9,0
Germany,1149,1
Germany,2199,1
Germany,2598,1
Germany,592,1
Germany,632,1
Germany,456,1
Germany,768,1
Germany,761,1
Germany,157,1
Germany,130,1
Germany,11,0
Germany,6,0
Germany,1209,1
Germany,2277,1
Germany,2628,1
Germany,637,1
Germany,520,1
Germany,443,1
Germany,789,1
Germany,788,1
Germany,146,1
Germany,121,1
Germany,12,0
Germany,9,0
Germany,1277,1
Germany,2358,1
Germany,2605,1
Germany,735,1
Germany,588,1
Germany,474,1
Germany,851,1
Germany,805,1
Germany,177,1
Germany,132,1
Germany,22,0
Germany,6,0
Germany,1374,1
Germany,2538,1
Germany,2582,1
Germany,684,1
Germany,624,1
Germany,461,1
Germany,802,1
Germany,757,1
Germany,188,1
Germany,122,1
Germany,12,0
Germany,9,0
Germany,1430,1
Germany,2302,1
Germany,2408,1
Germany,699,1
Germany,607,1
Germany,439,1
Germany,873,1
Germany,810,1
Germany,187,1
Germany,121,1
Germany,11,0
Germany,9,0
Germany,1518,1
Germany,2379,1
Germany,2423,1
Germany,739,1
Germany,641,1
Germany,875,1
Germany,391,1
Germany,808,1
Germany,188,1
Germany,111,1
Germany,12,0
Germany,6,0
Germany,1608,1
Germany,2410,1
Germany,2444,1
Germany,750,1
Germany,621,1
Germany,397,1
Germany,855,1
Germany,801,1
Germany,182,1
Germany,121,1
Germany,20,0
Germany,8,0
Germany,1729,1
Germany,2304,1
Germany,2267,1
Germany,721,1
Germany,635,1
Germany,908,1
Germany,376,1
Germany,800,1
Germany,193,1
Germany,136,1
Germany,13,0
Germany,6,0
Greece,35,1
Greece,85,1
Greece,82,1
Greece,40,1
Greece,15,1
Greece,47,1
Greece,35,1
Greece,18,1
Greece,35,1
Greece,13,1
Greece,0,0
Greece,0,0
Greece,47,1
Greece,86,1
Greece,53,1
Greece,43,1
Greece,17,1
Greece,63,1
Greece,33,1
Greece,28,1
Greece,13,1
Greece,10,1
Greece,0,0
Greece,0,0
Greece,54,1
Greece,78,1
Greece,46,1
Greece,81,1
Greece,34,1
Greece,14,1
Greece,43,1
Greece,35,1
Greece,12,1
Greece,9,1
Greece,3,0
Greece,1,0
Greece,44,1
Greece,83,1
Greece,52,1
Greece,21,1
Greece,72,1
Greece,37,1
Greece,50,1
Greece,29,1
Greece,11,1
Greece,4,0
Greece,0,0
Greece,0,0
Greece,39,1
Greece,53,1
Greece,70,1
Greece,80,1
Greece,32,1
Greece,14,1
Greece,40,1
Greece,16,1
Greece,28,1
Greece,7,0
Greece,4,0
Greece,0,0
Greece,46,1
Greece,68,1
Greece,46,1
Greece,68,1
Greece,40,1
Greece,9,1
Greece,25,1
Greece,25,1
Greece,11,1
Greece,8,1
Greece,3,0
Greece,0,0
Greece,48,1
Greece,95,1
Greece,81,1
Greece,38,1
Greece,15,1
Greece,31,1
Greece,26,1
Greece,28,1
Greece,10,1
Greece,5,0
Greece,4,0
Greece,0,0
Greece,44,1
Greece,90,1
Greece,83,1
Greece,39,1
Greece,12,1
Greece,21,1
Greece,28,1
Greece,18,1
Greece,10,1
Greece,4,0
Greece,2,0
Greece,0,0
Greece,36,1
Greece,95,1
Greece,97,1
Greece,49,1
Greece,17,1
Greece,29,1
Greece,37,1
Greece,29,1
Greece,14,1
Greece,6,0
Greece,2,0
Greece,1,0
Greece,38,1
Greece,88,1
Greece,44,1
Greece,76,1
Greece,33,1
Greece,11,1
Greece,33,1
Greece,18,1
Greece,9,1
Greece,3,0
Greece,2,0
Greece,0,0
Greece,47,1
Greece,58,1
Greece,75,1
Greece,91,1
Greece,35,1
Greece,26,1
Greece,6,1
Greece,11,1
Greece,15,1
Greece,6,0
Greece,0,0
Greece,0,0
Greece,32,1
Greece,92,1
Greece,61,1
Greece,87,1
Greece,15,1
Greece,22,1
Greece,19,1
Greece,9,1
Greece,14,1
Greece,5,0
Greece,0,0
Greece,0,0
Greece,38,1
Greece,68,1
Greece,95,1
Greece,72,1
Greece,44,1
Greece,10,1
Greece,19,1
Greece,15,1
Greece,6,0
Greece,5,0
Greece,2,0
Greece,0,0
Greece,39,1
Greece,105,1
Greece,60,1
Greece,87,1
Greece,37,1
Greece,24,1
Greece,17,1
Greece,26,1
